instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9022,2012-01-16,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181
9023,2012-01-16,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134,144
9024,2012-01-16,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90
9025,2012-01-16,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46,49
9026,2012-01-16,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39,43
9027,2012-01-16,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28
9842,2012-02-20,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41
9843,2012-02-20,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15
9844,2012-02-20,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20
9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6
9847,2012-02-20,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10
9848,2012-02-20,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44
9849,2012-02-20,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120
9850,2012-02-20,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110
9851,2012-02-20,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208
9853,2012-02-20,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281
9854,2012-02-20,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312
9855,2012-02-20,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263
9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289
9857,2012-02-20,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280
9858,2012-02-20,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253
9859,2012-02-20,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242
9860,2012-02-20,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172
9861,2012-02-20,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126
9862,2012-02-20,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98
9863,2012-02-20,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62
9864,2012-02-20,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26
11180,2012-04-16,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41
11181,2012-04-16,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28
11182,2012-04-16,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14
11183,2012-04-16,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8
11184,2012-04-16,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6
11185,2012-04-16,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38
11186,2012-04-16,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133
11187,2012-04-16,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387
11188,2012-04-16,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597
11189,2012-04-16,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297
11190,2012-04-16,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224
11191,2012-04-16,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251
11192,2012-04-16,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271
11193,2012-04-16,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263
11194,2012-04-16,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288
11195,2012-04-16,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358
11197,2012-04-16,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712
11198,2012-04-16,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676
11199,2012-04-16,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522
11200,2012-04-16,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214
11203,2012-04-16,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121
12188,2012-05-28,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65
12189,2012-05-28,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48
12191,2012-05-28,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18
12192,2012-05-28,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6
12193,2012-05-28,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9
12194,2012-05-28,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20
12195,2012-05-28,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67
12196,2012-05-28,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,62,93,155
12197,2012-05-28,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0.0,121,142,263
12198,2012-05-28,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,189,175,364
12199,2012-05-28,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476
12200,2012-05-28,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525
12201,2012-05-28,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556
12202,2012-05-28,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460
12204,2012-05-28,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501
12205,2012-05-28,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405
12206,2012-05-28,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383
12207,2012-05-28,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395
12208,2012-05-28,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317
12209,2012-05-28,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247
12210,2012-05-28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157
12211,2012-05-28,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82
13076,2012-07-04,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159
13077,2012-07-04,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123
13078,2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93
13079,2012-07-04,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32
13080,2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16
13081,2012-07-04,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19
13082,2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72
13084,2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153
13085,2012-07-04,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,90,203,293
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,143,304,447
13087,2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485
13088,2012-07-04,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494
13089,2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,177,322,499
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547
13091,2012-07-04,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454
13092,2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389
13093,2012-07-04,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414
13094,2012-07-04,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430
13095,2012-07-04,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,177,255,432
13096,2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551
13097,2012-07-04,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,222,362,584
13098,2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502
13099,2012-07-04,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183
14540,2012-09-03,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0.0,42,62,104
14541,2012-09-03,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55
14542,2012-09-03,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40
14543,2012-09-03,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28
14544,2012-09-03,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11
14545,2012-09-03,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0.0,1,3,4
14546,2012-09-03,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0,3,12,15
14547,2012-09-03,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0.0,6,37,43
14548,2012-09-03,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127
14549,2012-09-03,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229
14550,2012-09-03,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359
14551,2012-09-03,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459
14552,2012-09-03,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543
14553,2012-09-03,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566
14554,2012-09-03,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512
14555,2012-09-03,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449
14556,2012-09-03,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500
14557,2012-09-03,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498
14558,2012-09-03,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482
14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374
14560,2012-09-03,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261
14561,2012-09-03,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184
14562,2012-09-03,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121
14563,2012-09-03,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70
15380,2012-10-08,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,7,44,51
15381,2012-10-08,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,2,35,37
15382,2012-10-08,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.194,3,12,15
15383,2012-10-08,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,2,8,10
15384,2012-10-08,4,1,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,1,6,7
15385,2012-10-08,4,1,10,5,1,1,0,1,0.34,0.3182,0.76,0.2239,2,17,19
15386,2012-10-08,4,1,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045,5,54,59
15387,2012-10-08,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,3,151,154
15388,2012-10-08,4,1,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239,23,374,397
15389,2012-10-08,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,59,273,332
15390,2012-10-08,4,1,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343,69,229,298
15391,2012-10-08,4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,72,236,308
15392,2012-10-08,4,1,10,12,1,1,0,2,0.42,0.4242,0.63,0.1642,74,267,341
15393,2012-10-08,4,1,10,13,1,1,0,2,0.42,0.4242,0.62,0.194,82,323,405
15394,2012-10-08,4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,121,299,420
15395,2012-10-08,4,1,10,15,1,1,0,3,0.42,0.4242,0.58,0.194,76,294,370
15396,2012-10-08,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.194,61,316,377
15397,2012-10-08,4,1,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,81,416,497
15398,2012-10-08,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,41,415,456
15399,2012-10-08,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,38,333,371
15400,2012-10-08,4,1,10,20,1,1,0,3,0.4,0.4091,0.71,0.2239,20,207,227
15401,2012-10-08,4,1,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,17,134,151
15402,2012-10-08,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107
15403,2012-10-08,4,1,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,9,60,69
16183,2012-11-12,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49
16184,2012-11-12,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30
16185,2012-11-12,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20
16186,2012-11-12,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4
16187,2012-11-12,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4
16188,2012-11-12,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0.0,1,23,24
16189,2012-11-12,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71
16190,2012-11-12,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0.0,16,248,264
16191,2012-11-12,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540
16192,2012-11-12,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397
16193,2012-11-12,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266
16194,2012-11-12,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367
16195,2012-11-12,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419
16196,2012-11-12,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420
16197,2012-11-12,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444
16198,2012-11-12,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382
16199,2012-11-12,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434
16200,2012-11-12,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596
16201,2012-11-12,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551
16202,2012-11-12,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353
16203,2012-11-12,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304
16204,2012-11-12,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155
16205,2012-11-12,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112
16206,2012-11-12,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63
16423,2012-11-22,4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,46
16424,2012-11-22,4,1,11,1,1,4,0,1,0.28,0.303,0.65,0.0896,5,37,42
16425,2012-11-22,4,1,11,2,1,4,0,1,0.24,0.2576,0.75,0.0896,3,15,18
16426,2012-11-22,4,1,11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,6
16427,2012-11-22,4,1,11,4,1,4,0,1,0.22,0.2273,0.8,0.1343,1,2,3
16428,2012-11-22,4,1,11,5,1,4,0,1,0.24,0.2576,0.75,0.1045,2,6,8
16429,2012-11-22,4,1,11,6,1,4,0,1,0.26,0.2727,0.7,0.1045,2,15,17
16430,2012-11-22,4,1,11,7,1,4,0,1,0.22,0.2273,0.75,0.1343,7,49,56
16431,2012-11-22,4,1,11,8,1,4,0,1,0.24,0.2424,0.75,0.1343,20,77,97
16432,2012-11-22,4,1,11,9,1,4,0,1,0.3,0.3333,0.65,0.0,25,94,119
16433,2012-11-22,4,1,11,10,1,4,0,1,0.36,0.3636,0.57,0.1045,65,154,219
16434,2012-11-22,4,1,11,11,1,4,0,1,0.42,0.4242,0.41,0.0896,89,143,232
16435,2012-11-22,4,1,11,12,1,4,0,1,0.44,0.4394,0.35,0.0,117,145,262
16436,2012-11-22,4,1,11,13,1,4,0,1,0.46,0.4545,0.31,0.0,125,144,269
16437,2012-11-22,4,1,11,14,1,4,0,1,0.48,0.4697,0.29,0.0,125,95,220
16438,2012-11-22,4,1,11,15,1,4,0,1,0.48,0.4697,0.29,0.0,132,96,228
16439,2012-11-22,4,1,11,16,1,4,0,1,0.46,0.4545,0.33,0.0,101,81,182
16440,2012-11-22,4,1,11,17,1,4,0,1,0.44,0.4394,0.35,0.0,66,43,109
16441,2012-11-22,4,1,11,18,1,4,0,1,0.4,0.4091,0.43,0.0,16,54,70
16442,2012-11-22,4,1,11,19,1,4,0,1,0.36,0.3788,0.76,0.0,13,31,44
16443,2012-11-22,4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0.0,15,37,52
16444,2012-11-22,4,1,11,21,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,46
16445,2012-11-22,4,1,11,22,1,4,0,1,0.32,0.3485,0.61,0.0,8,36,44
16446,2012-11-22,4,1,11,23,1,4,0,1,0.3,0.3333,0.7,0.0,8,28,36
17213,2012-12-25,1,1,12,0,1,2,0,3,0.24,0.2576,0.93,0.0896,3,10,13
17214,2012-12-25,1,1,12,1,1,2,0,2,0.26,0.2576,0.87,0.1642,0,13,13
17215,2012-12-25,1,1,12,2,1,2,0,2,0.26,0.2576,0.87,0.1642,0,7,7
17216,2012-12-25,1,1,12,4,1,2,0,2,0.24,0.2576,0.87,0.0896,0,1,1
17217,2012-12-25,1,1,12,5,1,2,0,2,0.22,0.2273,0.93,0.1343,2,1,3
17218,2012-12-25,1,1,12,6,1,2,0,2,0.22,0.2273,0.93,0.1343,1,6,7
17219,2012-12-25,1,1,12,7,1,2,0,2,0.22,0.2273,0.93,0.1642,0,6,6
17220,2012-12-25,1,1,12,8,1,2,0,2,0.24,0.2879,0.87,0.0,1,10,11
17221,2012-12-25,1,1,12,9,1,2,0,2,0.24,0.2576,0.87,0.0,7,21,28
17222,2012-12-25,1,1,12,10,1,2,0,1,0.28,0.3182,0.81,0.0,11,21,32
17223,2012-12-25,1,1,12,11,1,2,0,1,0.3,0.3182,0.75,0.0896,43,43,86
17224,2012-12-25,1,1,12,12,1,2,0,1,0.32,0.3333,0.76,0.0896,62,52,114
17225,2012-12-25,1,1,12,13,1,2,0,1,0.4,0.4091,0.5,0.3284,75,46,121
17226,2012-12-25,1,1,12,14,1,2,0,1,0.38,0.3939,0.46,0.2985,58,68,126
17227,2012-12-25,1,1,12,15,1,2,0,1,0.36,0.3333,0.5,0.2537,51,56,107
17228,2012-12-25,1,1,12,16,1,2,0,2,0.36,0.3333,0.5,0.2537,48,38,86
17229,2012-12-25,1,1,12,17,1,2,0,2,0.32,0.303,0.57,0.2537,16,34,50
17230,2012-12-25,1,1,12,18,1,2,0,2,0.32,0.303,0.66,0.2537,20,23,43
17231,2012-12-25,1,1,12,19,1,2,0,2,0.32,0.303,0.66,0.2239,16,20,36
17232,2012-12-25,1,1,12,20,1,2,0,2,0.32,0.303,0.66,0.2836,11,29,40
17233,2012-12-25,1,1,12,21,1,2,0,2,0.3,0.2879,0.65,0.194,8,26,34
17234,2012-12-25,1,1,12,22,1,2,0,2,0.3,0.303,0.7,0.1642,3,16,19
17235,2012-12-25,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537,4,26,30
